"hid01","hs01a27","hs01b10","hs01b12","hs01a01","hs01a08","h01aa001","h01aa002","h01aa007","h01aa008","w01fnum","w01cnum","w01cnum_1","w01cnum_2","w01byr01","w01gen01","w01mar01","w01rel01","w01byr02","w01gen02","w01mar02","w01rel02","w01byr03","w01gen03","w01mar03","w01rel03","w01byr04","w01gen04","w01mar04","w01rel04","w01byr05","w01gen05","w01mar05","w01rel05","w01byr06","w01gen06","w01mar06","w01rel06","w01byr07","w01gen07","w01mar07","w01rel07","w01byr08","w01gen08","w01mar08","w01rel08","w01byr09","w01gen09","w01mar09","w01rel09","w01edu01","w01grd01","w01job01","w01jpo01","w01edu02","w01grd02","w01job02","w01jpo02","w01edu03","w01grd03","w01job03","w01jpo03","w01edu04","w01grd04","w01job04","w01jpo04","w01edu05","w01grd05","w01job05","w01jpo05","w01edu06","w01grd06","w01job06","w01jpo06","w01edu07","w01grd07","w01job07","w01jpo07","w01edu08","w01grd08","w01job08","w01jpo08","w01edu09","w01grd09","w01job09","w01jpo09","h01ba001","h01ba002","h01ba003","h01ba007","h01ba008","h01ba010","h01ba011","h01ba012","h01ba013","h01ba044","h01ba045","h01ba046","h01ba047","h01ba118","h01ba119","h01ba120","h01ba121","h01ba122","h01ba123","h01ba124","h01bb001","h01bb003","h01bb004","h01bb005","h01bb006","h01bb007","h01bb008","h01bb009","h01bb010","h01bb011","h01bb012","h01bb013","h01bb014","h01bb015","h01bb016","h01bb017","h01bb018","h01bb019","h01bb020","h01bb021","h01bb022","h01bb023","h01bb024","h01bb025","h01bb026","h01bb027","h01bb028","h01bb029","h01bb030","h01bb038","h01bb039","h01bb053","h01bb201","h01bb203","h01bb205","h01inc","h01inc_a","h01inc_b","h01exp","h01exp_a","h01exp_b","h01ca001","h01ca002","h01exp_cb","h01cb001","h01cb002","h01cb003","h01cb004","h01cb005","h01cb006","h01cb007","h01cb008","h01cb009","h01cb010","h01cb011","h01cb012","h01cb013","h01cb014","h01cb015","h01cb016","h01exp_cc","h01cc001","h01cc002","h01cc003","h01cc004","h01cc005","h01exp_cd","h01cd001","h01cd002","h01cd003","h01cd004","h01exp_ce","h01ce001","h01ce004","h01ce005","h01ce006","h01ce007","h01ce008","h01ce009","h01ce010","h01ce011","h01ce012","h01ce013","h01ce014","h01ce015","h01ce016","h01ce017","h01ce018","h01ce019","h01exp_cf","h01exp_cg","h01cg001","h01cg002","h01cg003","h01cg004","h01cg005","h01cg006","h01cg007","h01cg008","h01cg009","h01cg010","h01exp_ch","h01ch001","h01exp_ci","h01ch002","h01ch003","h01ch004","h01ch005","h01ch006","h01ch007","h01ch008","h01ch009","h01ch010","h01ch011","h01exp_cj","h01cj001","h01cj002","h01cj003","h01cj004","h01cj005","h01cj006","h01exp_ck","h01ck007","h01ck008","h01exp_cl","h01exp_cm","h01exp_cn","h01cn001","h01cn002","h01exp_co","h01co002","h01co004","h01co005","h01co201","h01co006","h01co008","h01co120","h01co009","h01co011","h01co012","h01co202","h01co013","h01co015","h01co121","h01co016","h01co018","h01co019","h01co203","h01co020","h01co022","h01co122","h01co023","h01co025","h01co026","h01co204","h01co027","h01co029","h01co123","h01co108","h01co104","h01co105","h01co106","h01co107","h01exp_cp","h01cp101","h01cp001","h01cp002","h01cp003","h01cp004","h01cp005","h01cp006","h01cp007","h01exp_cq","h01cq011","h01cq001","h01cq002","h01cq003","h01cq004","h01cq005","h01cq006","h01cq007","h01cq008","h01cq009","h01cq010","h01exp_cr","h01cr001","h01cr003","h01cr004","h01cr005","h01cr006","h01cr007","h01cr008","h01cr009","h01cr010","h01cr011","h01cr012","h01cr013","h01cr014","h01cr015","h01cr016","h01cr017","h01exp_cs","h01exp_ct","h01ct001","h01ct002","h01exp_cu","h01cu001","h01cu002","h01da001","h01da002","h01da003","h01da004","h01dc001","h01dc003","h01dc004","h01dc011","h01dc013","h01dc014","h01dc021","h01dc023","h01dc024","h01dc031","h01dd001","h01dd003","h01dd010","h01dd011","h01dd013","h01dd020","h01dd021","h01dd023","h01dd030","h01dd031","h01de001","h01de002","h01de003","h01de004","h01ea001","h01ea002","h01ea003","h01ea004","h01eb001","h01eb003","h01eb004","h01eb006","h01eb008","h01eb009","h01eb011","h01eb013","h01eb014","h01eb016","h01eb018","h01eb019","h01eb021","h01ec001","h01ec003","h01ec004","h01ec006","h01ec008","h01ec009","h01ec011","h01ec013","h01ec014","h01ec016","h01ec018","h01ec019","h01ec021","h01fa001","h01fa002","h01fa003","h01fa004","h01fa005","h01fa006","h01fa007","h01fa008","h01fa011","h01fa012","h01fa013","h01fa014","h01fa015","h01fa016","h01fb030","h01fb031","h01fb009","h01fb010","h01fb011","h01fb012","h01fb013","h01fb014","h01fb015","h01fb016","h01fb017","h01fb018","h01fb025","h01fb026","h01fb019","h01fb020","h01fb001","h01fb002","h01fc100","h01fc001","h01fc002","h01fc003","h01fc004","h01fc005","h01fc006","h01fc007","h01fc011","h01fc012","h01fc014","h01fc015","h01fc016","h01fc017","h01ka002","h01ka004","h01ka005","h01ka009","h01ka010","h01ka014","h01ka015","h01ka019","h01ka020","h01ka024","h01ka025","h01ka029","h01ka030","h01ka034","h01ka035","h01ka040","h01ka041","h01ka044","h01ka045","hpid01","hpid02","hpid03","hpid04","hpid05","hpid06","hpid07","hpid08","hpid09","h01cwt","version1"
13921,1,34,2,2,22554,1,1,2,0,2,0,0,0,1930,1,1,1,1930,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,13,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6000,,,,,79.2,69.3,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,120,120,0,287,287,0,1,40,15,1,15,1,1.5,1,1,2,,2,,2,,1,0.5,2,,120,1,10,2,,5,24,1,2,2,,36,1,1392101,3,35,0.2,,,,,,,,,,,,,,42,2,,1,1.5,1,2,2,,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,50,1,50,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,2,,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,1,1392101,3,1,1392102,3,1,,,,,,,1,1392101,5,8,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,6000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,2,1,2,,,,,,,,,,,,,,,1392101,1392102,,,,,,,,4482.866104,1.72000002861023
13922,1,34,2,2,22554,1,2,4,1,4,2,2,0,1982,1,1,1,1985,2,1,2,2003,1,4,3,2006,1,4,3,,,,,,,,,,,,,,,,,,,,,4,2,7,3,4,2,12,,1,,13,,1,,13,,,,,,,,,,,,,,,,,,,,,,2,2,,3000,,,,79.2,69.3,,,,,5,2,,2,,,,1,1,122,2004,2006,1300,2000,1,,,,,,,,,,,,,,,,,,,,,,1,50,1,30,,,1700,1500,200,2249.39990234375,1819.39990234375,430,2,160,25,1,25,1,5,1,1,2,,1,15,2,,1,1,2,,720,1,40,1,20,3,0,2,,2,,90,1,1392201,7.5,26,0.25,,,,,,,,,,,,,,296.399993896484,1,3,2,,1,20,1,1.7,2,,48,2,,,2,,2,,,1,48,2,,50,1,10,1,40,2,,0,2,,,,0,2,,50,1392203,0,2,50,50,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,180,1,180,2,,2,,1,120,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,170,1,170,60,1,60,1,100,1,200,1,1392202,3,100,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,200,2,,2,,2,,1,300,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3000,2,,2,,,2,,,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,1392201,1392202,1392203,1392204,,,,,,5180.724874,1.72000002861023
13923,1,34,2,2,22554,1,2,5,2,5,2,1,1,1970,1,1,1,1973,2,1,2,1999,2,4,3,2003,2,4,3,1971,1,4,10,,,,,,,,,,,,,,,,,4,2,7,4,4,2,12,,2,1,14,,1,,13,,4,2,7,4,,,,,,,,,,,,,,,,,2,2,,3000,,,,79.2,69.3,,,,,5,2,,2,,,,1,1,104,2002,2007,1000,2300,1,,,,,,,,,,,,,,,,,,,,,,1,50,1,40,,,5400,5400,0,3831,2631,1200,4,220,25,1,25,1,5,1,1,2,,1,15,2,,1,1,2,,1080,1,50,1,40,2,24,1,2,2,,126,1,1392301,6.5,29,0.23,1392305,4,8,0.25,,,,,,,,,,432,1,3,1,3,1,30,2,,2,,36,1,,24,1,12,2,,,2,,2,,130,2,,1,130,2,,0,2,,,,60,1,60,228,1392303,2,1,24,0,24,120,1392304,1,1,84,84,0,,,,,,,,,,,,,,,,2,,,,,10,1,10,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,940,1,940,120,1,120,1,40,2,,1,1392302,3,100,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1000,2,,2,,2,,2,,2,,1,360,2,,2,,2,,2,,2,,2,,2,,2,,1,3000,1,5000,2,,,2,,,1,5000,2,,2,,2,1,2,2,,2,,2,,1,2,,,,,,,,,1392301,1392302,1392303,1392304,1392305,,,,,5180.724874,1.72000002861023
13924,1,34,2,2,22554,1,1,2,2,2,0,0,0,1972,1,1,1,1972,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,7,1,4,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,3000,,,,75,59,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,6274,6274,0,2564.89990234375,1014.39990234375,1550.5,4,100,12,1,12,1,3.5,1,2,2,,1,5,2,,2,,2,,720,1,30,1,30,1,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,176.399993896484,1,2.7,1,1,1,10,1,1,2,,48,2,,,2,,2,,,1,48,2,,0,2,,2,,2,,0,2,,,,48,1,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,10,1,10,2,,2,,2,,0,2,2,,2,,2,,2,,2,,36,1,1392401,5,36,,,,,,,,,,,,,,467,1,467,120,1,120,1,150,2,,1,1392401,3,300,1392402,3,150,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,500,1,2000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3000,1,2500,1,2500,0,2,,,2,,2,,2,,2,1,1,1,2,,,,,,,,,,,,,,,1392401,1392402,,,,,,,,5739.895825,1.72000002861023
13925,1,35,1,2,42306,1,1,3,2,3,1,1,0,1967,1,1,1,1969,2,1,2,2007,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,6,2,3,1,6,2,3,1,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,9000,,,,,108.9,99,,,,,2,2,,2,,,,1,3,315,2003,2003,2400,2500,1,1,113,2007,2007,1200,1500,1,,,,,,,,,,,,,,,1,150,1,40,15,,8168,7968,200,,,2134.69995117188,5,350,15,1,15,1,3.5,1,0.8,1,9,2,,2,,2,,2,,1200,1,80,1,20,2,60,1,5,2,,0,2,,,,,,,,,,,,,,,,,,177.600006103516,1,6,1,3,1,5,1,0.8,2,,120,1,,60,1,60,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,400,1,400,2,,2,,2,,0,2,2,,2,,2,,2,,2,,250,1,1392502,5,250,,,,,,,,,,,,,,1014,1,1014,26,1,26,1,200,1,200,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,5000,2,,2,,2,,2,,2,,2,,1,9000,2,,1,200,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,1,1,1,2,,,,,,,,,,,,,,1392501,1392502,1392503,,,,,,,3080.064828,1.72000002861023
13926,1,35,1,2,42306,1,2,4,2,4,2,0,2,1968,1,1,1,1973,2,1,2,1993,1,4,3,1996,2,4,3,,,,,,,,,,,,,,,,,,,,,6,2,4,4,4,2,4,1,3,1,14,,2,1,14,,,,,,,,,,,,,,,,,,,,,,2,1,6300,,,,,75.9,66,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2960,2960,0,2156,1968,188,3,200,15,1,15,1,4,1,3,1,7,2,,2,,2,,2,,540,1,30,1,15,3,48,1,3,1,1,90,1,1392601,7.5,7,0.25,,,,,,,,,,,,,,210,1,3,1,2,1,12,1,0.5,2,,120,1,,36,1,36,2,,,1,48,2,,0,2,,2,,2,,0,2,,,,48,1,48,887,1392603,3,1,64,0,64,480,1392604,2,1,43,0,43,300,,,,,,,,,,,,,,,2,,,,,10,1,10,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,120,1,120,48,1,48,1,20,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,500,2,,2,,2,,2,,2,,2,,1,6300,2,,2,,2,,2,,2,,2,,2,,2,,1,1700,2,,,2,,,1,1700,2,,2,,2,1,2,1,2,2,,2,,,,,,,,,,,,1392601,1392602,1392603,1392604,,,,,,3513.004613,1.72000002861023
13927,1,35,1,2,42306,1,2,4,1,4,2,2,0,1978,1,1,1,1980,2,1,2,2005,1,4,3,2007,1,4,3,,,,,,,,,,,,,,,,,,,,,5,2,4,1,6,2,12,,1,,13,,1,,13,,,,,,,,,,,,,,,,,,,,,,2,1,4300,,,,,72.6,66,,,,,5,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1850,1800,50,2055.2001953125,1282.2001953125,773,2,150,15,1,15,1,3.3,1,1.2,1,5,2,,2,,2,,2,,540,1,35,1,10,3,24,1,2,2,,48,1,1392701,4,24,0.25,,,,,,,,,,,,,,206.399993896484,1,3,1,1.2,1,13,2,,2,,8.39999961853027,1,,3.6,1,2.4,2,,,1,2.4,2,,45,1,45,2,,2,,56.4000015258789,1,56.4,,,36,1,36,252,1392703,0,2,60,60,0,192,,,,,,,,,,,,,,,,,,,,,,2,,,,,51,1,51,1,14,2,,1,37,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,420,1,420,72,1,72,1,120,1,50,1,1392702,3,36,1392702,11,45,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,360,1,35,2,,2,,1,1200,2,,2,,1,4300,2,,1,5000,2,,2,,2,,1,250,2,,2,,1,500,2,,,2,,,1,500,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,1392701,1392702,1392703,1392704,,,,,,4220.094732,1.72000002861023
13928,1,35,1,2,42306,1,2,4,1,4,2,2,0,1977,1,1,1,1975,2,1,2,2005,1,4,3,2003,1,4,3,,,,,,,,,,,,,,,,,,,,,6,4,3,1,5,2,12,,1,,13,,1,,13,,,,,,,,,,,,,,,,,,,,,,2,1,7000,,,,,75.9,69.3,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1800,1800,0,1809,1469,340,2,150,15,1,15,1,3.5,1,1.5,1,5,2,,2,,2,,2,,360,1,20,1,10,3,24,1,2,2,,44.4000015258789,1,1392801,3.7,24,0.25,,,,,,,,,,,,,,147.600006103516,1,2.5,1,1.5,1,7.5,1,0.8,2,,36,1,,12,1,24,2,,,2,,2,,0,2,,2,,2,,0,2,,,,120,1,120,622,1392803,0,2,178,0,178,120,1392804,0,2,168,0,168,156,,,,,,,,,,,,,,,2,,,,,100,1,100,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,240,1,240,42,1,42,1,50,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,500,2,,2,,2,,2,,2,,2,,1,7000,2,,2,,2,,2,,2,,2,,2,,2,,1,1000,2,,,2,,,1,1000,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,1392801,1392802,1392803,1392804,,,,,,4220.094732,1.72000002861023
13929,1,35,1,2,42306,1,1,4,2,4,1,0,1,1959,1,1,1,1961,2,1,2,1985,1,4,3,1991,2,4,3,,,,,,,,,,,,,,,,,,,,,3,2,7,4,3,2,7,1,6,4,14,,4,1,14,,,,,,,,,,,,,,,,,,,,,,2,1,11000,,,,,105.6,99,,,,,4,2,,2,,,,1,1,101,2001,2001,1980,2400,1,,,,,,,,,,,,,,,,,,,,,,1,65,1,,45,,3400,3400,0,4075.19995117188,3354.19995117188,721,3,260,15,1,15,1,3,1,1.2,1,8,2,,2,,2,,2,,720,1,50,1,10,4,24,1,2,2,,0,2,,,,,,,,,,,,,,,,,,277.200012207031,1,2.8,2,,1,20,1,0.3,2,,36,2,,,1,36,2,,,2,,2,,28,1,28,2,,2,,0,2,,,,0,2,,1214,1392904,4,1,914,360,554,300,,,,,,,,,,,,,,,,,,,,,,2,,,,,500,1,500,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,405,1,405,216,1,216,1,100,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,11000,2,,2,,2,,2,,2,,2,,2,,2,,1,5000,2,,,2,,,1,5000,2,,2,,2,1,2,1,2,2,,2,,,,,,,,,,,,1392901,1392902,1392903,1392904,,,,,,3513.004613,1.72000002861023
13930,1,35,1,2,42306,1,4,6,3,6,2,2,0,1955,1,1,1,1957,2,1,2,1976,1,1,3,1980,2,1,4,2003,2,4,7,2006,2,4,7,,,,,,,,,,,,,4,2,1,1,4,2,12,,6,2,1,1,6,2,3,1,1,,13,,1,,13,,,,,,,,,,,,,,7,1,35000,,,,,,,,,359.3,226,3,2,,2,,,,1,1,103,2003,2003,3000,2500,1,1,135,2002,2002,1800,3000,2,,,,,,,,,,,,,,,1,220,1,,50,50,7750,7750,0,6683.69970703125,4426.7998046875,2256.89990234375,6,400,12,1,12,1,3.5,1,2.8,1,5,2,,2,,2,,2,,600,1,30,1,20,3,0,2,,2,,180,1,1393001,7.5,24,0.25,1393003,7.5,10,0.25,,,,,,,,,,327.600006103516,1,1.5,1,5,1,20,1,0.8,2,,319.200012207031,1,,120,1,120,2,,,1,60,1,19.2,100,1,100,2,,2,,0,2,,,,60,1,60,1128,1393005,0,2,444,300,144,240,1393006,0,2,444,300,144,,,,,,,,,,,,,,,,2,,,,,500,1,500,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,1674,1,1674,139,1,139,1,300,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,5000,2,,2,,2,,2,,2,,2,,1,35000,2,,1,3000,2,,2,,2,,2,,2,,2,,1,7000,2,,,2,,,2,,1,7000,2,,3,1,1,2,,1,1,1,1,2,,2,,,,,,,,1393001,1393002,1393003,1393004,1393005,1393006,,,,2380.567021,1.72000002861023
13931,1,35,1,2,42306,1,2,5,1,5,2,0,2,1961,1,1,1,1965,2,1,2,1989,1,4,3,1991,2,4,3,1993,2,4,3,,,,,,,,,,,,,,,,,6,2,4,5,4,2,12,,4,1,14,,4,1,14,,3,1,14,,,,,,,,,,,,,,,,,,1,1,40000,,,116,70,,,,,,,3,2,,2,,,,1,1,101,1999,2005,400,2500,1,1,126,1997,2004,150,1500,1,,,,,,,,,,,,,,,1,107,1,20,20,,4600,4600,0,,,2015,4,400,28,1,28,1,10,1,5,1,10,2,,2,,2,,2,,720,1,50,1,10,4,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,885.599975585938,1,4.4,1,7,1,60,1,2.4,2,,198,1,,120,1,60,2,,,2,,1,18,60,1,60,2,,2,,0,2,,,,360,1,360,1550,1393103,4,2,260,140,120,250,1393104,4,1,260,140,120,,1393105,3,1,60,0,60,720,,,,,,,,2,,,,,330,1,330,2,,2,,1,200,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,1703,1,1703,72,1,72,1,120,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,10000,2,,2,,2,,1,10500,2,,2,,1,40000,2,,1,10000,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,1,2,,2,,2,,2,,,,,,,,,,1393101,1393102,1393103,1393104,1393105,,,,,2947.140727,1.72000002861023
13932,1,35,1,2,42306,1,2,2,2,2,0,0,0,1954,1,1,1,1959,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,3,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1000,30,75.9,66,,,,,,,3,2,,2,,,,1,1,133,2001,2001,500,2000,1,,,,,,,,,,,,,,,,,,,,,,1,26,1,,,30,2500,2500,0,1136,920,216,3,70,20,1,20,1,10,1,2,1,5,2,,2,,2,,2,,144,1,10,1,2,4,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,252,1,2.5,1,2,1,15,1,1.5,2,,24,2,,,2,,2,,,1,6,1,18,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,120,1,120,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,86,1,86,60,1,60,1,40,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1000,1,20000,2,,,2,,,2,,2,,1,20000,1,1,2,2,,,,,,,,,,,,,,,,1393201,1393202,,,,,,,,2087.187909,1.72000002861023
13933,1,35,1,2,42306,1,2,5,2,5,3,0,3,1961,1,1,1,1979,2,1,2,1994,1,4,3,1996,1,4,3,2001,1,4,3,,,,,,,,,,,,,,,,,6,1,3,1,4,2,4,1,3,1,14,,3,1,14,,2,1,14,,,,,,,,,,,,,,,,,,1,4,,,28,82.5,72.6,,,,,,,3,2,,2,,,,1,2,204,1999,2005,300,1800,1,,,,,,,,,,,,,,,,,,,,,,1,50,1,40,,,3500,3500,0,3496.39990234375,3099.39990234375,397,3,280,12,1,12,1,2.5,1,2.2,1,6,2,,2,,2,,2,,1380,1,100,1,15,4,48,1,4,2,,180,1,1393301,15,24,0.25,,,,,,,,,,,,,,236.400009155273,1,3.4,1,0.9,1,13,1,2.4,2,,252,1,,240,1,12,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,507,1393303,3,1,39,0,39,360,1393304,3,1,30,0,30,24,1393305,2,1,30,0,30,24,,,,,,,,2,,,,,4,1,4,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,125,1,125,144,1,144,1,100,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,1,384,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2000,2,,,2,,,1,2000,2,,2,,2,1,2,1,2,2,,2,,2,,,,,,,,,,1393301,1393302,1393303,1393304,1393305,,,,,2947.140727,1.72000002861023
13934,1,35,1,2,42306,1,1,4,0,4,3,0,3,1973,2,1,1,1994,1,4,3,1996,1,4,3,2001,1,4,3,,,,,,,,,,,,,,,,,,,,,4,2,12,,3,1,14,,2,1,14,,1,,13,,,,,,,,,,,,,,,,,,,,,,1,3,,1500,35,115.5,105.6,,,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,3200,3200,0,3428.60009765625,1593.60009765625,1835,2,150,12,1,12,1,3.5,1,2,1,5,2,,2,,2,,2,,600,1,30,1,20,4,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,219.600006103516,1,3,1,2.5,1,12,1,0.8,2,,12,1,,12,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,550,1393402,3,1,100,0,100,144,1393403,2,1,36,0,36,144,1393404,1,2,30,20,10,96,,,,,,,,2,,,,,200,1,200,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,336,1,336,24,1,24,2,,2,,2,,,,,,,,,,1,9,1393401,1600,,,,,,,1,1440,1,1600,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,150,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1500,2,,2,,,2,,,2,,2,,2,,0,2,,2,,2,,2,,,,,,,,,,,,1393401,1393402,1393403,1393404,,,,,,4448.872532,1.72000002861023
13935,1,35,1,2,42306,1,2,3,2,3,1,0,1,1971,1,1,1,1975,2,1,2,2001,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,6,2,4,4,6,4,4,1,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7000,,,,,76,58.4,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,4862,4862,0,2236.39990234375,1640.39990234375,596,4,150,12,1,12,1,3,1,1.5,1,6,2,,2,,2,,2,,720,1,30,1,30,3,12,1,1,2,,0,2,,,,,,,,,,,,,,,,,,132,2,,1,1,1,8,1,2,2,,104.400001525879,1,,60,1,24,2,,,1,6,1,14.4,0,2,,2,,2,,0,2,,,,120,1,120,540,1393503,1,1,360,300,60,180,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,2,,2,,2,,2,,0,2,2,,2,,2,,2,,2,,36,1,1393502,7,24,1393502,3,12,,,,,,,,,,,286,1,286,110,1,110,1,60,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1000,1,360,2,,2,,2,,2,,2,,1,7000,2,,2,,2,,2,,2,,2,,2,,2,,1,2000,2,,,2,,,1,2000,2,,2,,2,1,2,1,1,2,,,,,,,,,,,,,,1393501,1393502,1393503,,,,,,,3101.482109,1.72000002861023
